TaxonUsageID;TaxonName;NameAuthor;SYNONYM;TaxonConceptID;TaxonConcept;VernacularName;TaxonRank;GRUPPE;IsChildTaxonOfID;IsChildTaxonOf;NACHWEIS;AccordingTo;HYBRID;BEGRUEND;EDITSTATUS;EuroMed
2673;"Geranium dissectum";L.;0;2673;"Geranium dissectum";"Schlitzblättriger Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9486e82c-a58d-48a3-b614-256213574192
2674;"Geranium divaricatum";Ehrh.;0;2674;"Geranium divaricatum";"Spreizender Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7d20a990-5ace-4a30-b84f-41bedaf1529e
2675;"Geranium lucidum";L.;0;2675;"Geranium lucidum";"Glänzender Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2980bb78-2833-4928-b231-a8f81aa2ba85
2676;"Geranium macrorrhizum";L.;0;2676;"Geranium macrorrhizum";Felsen-Storchschnabel;SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9dd1c468-8cf8-4295-ba45-65755d0756b5
2677;"Geranium molle agg.";"";0;2677;"Geranium molle agg.";"";AGG;S;60933;Geranium;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
2679;"Geranium molle";L.;0;2679;"Geranium molle";"Weicher Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b595b62b-6bf1-4048-a21b-77085304b5de
2681;"Geranium palustre";L.;0;2681;"Geranium palustre";Sumpf-Storchschnabel;SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9ab8ce74-3fce-4f09-87c6-f1ed44f3d309
2682;"Geranium phaeum";L.;0;2682;"Geranium phaeum";"Brauner Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c85ed95d-6adf-490e-9f17-63f1fd6b330b
2683;"Geranium phaeum subsp. lividum";"(L’Hér.) Hayek";0;2683;"Geranium phaeum subsp. lividum";"Blaßvioletter Brauner Storchschnabel";SSP;S;2682;"Geranium phaeum";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e3ee98b7-b091-4dde-ae56-a7fb595cf60e
2684;"Geranium phaeum subsp. phaeum";"";0;2684;"Geranium phaeum subsp. phaeum";"Gewöhnlicher Brauner Storchschnabel";SSP;S;2682;"Geranium phaeum";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2685;"Geranium pratense";L.;0;2685;"Geranium pratense";Wiesen-Storchschnabel;SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";27027742-5846-42d0-b3c8-d2783b7a67d3
2686;"Geranium pusillum";L.;0;2686;"Geranium pusillum";"Kleiner Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";91bf4b88-ea31-48ac-875b-0832884f1069
2687;"Geranium pyrenaicum";"Burm. f.";0;2687;"Geranium pyrenaicum";"Pyrenäen-Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";34adf2e4-c3e5-4fea-8d01-0d9efdb439eb
2689;"Geranium robertianum agg.";"";0;2689;"Geranium robertianum agg.";"Artengruppe Stink-Storchschnabel";AGG;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2690;"Geranium purpureum";Vill.;0;2690;"Geranium purpureum";Purpur-Storchschnabel;SPE;S;2689;"Geranium robertianum agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d23d8a45-a7f5-4c4d-a83b-a90e8dbb4d48
2691;"Geranium robertianum s. str.";L.;0;2691;"Geranium robertianum s. str.";"Stinkender Storchschnabel";SPE;S;2689;"Geranium robertianum agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2692;"Geranium rotundifolium";L.;0;2692;"Geranium rotundifolium";"Rundblättriger Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1967ce26-89e8-407f-8f0f-915e1e7bcc4f
2693;"Geranium sanguineum";L.;0;2693;"Geranium sanguineum";"Blutroter Storchschnabel";SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a9c41fcd-a952-4ccd-accf-fb104c8ea7cc
2694;"Geranium sibiricum";L.;0;2694;"Geranium sibiricum";"Sibirischer Storchschnabel";SPE;S;60933;Geranium;"Henker & Berg (2006)";EuroMed2019;0;;Ergaenzung;8a2b8ea5-e717-4935-8e08-784ca3ae38dd
2695;"Geranium sylvaticum";L.;0;2695;"Geranium sylvaticum";;SPE;S;60933;Geranium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4f551b65-c961-4a7f-b9af-2212d800873e
2698;"Geum montanum";L.;0;2698;"Geum montanum";Berg-Nelkenwurz;SPE;S;61171;Geum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b5b3d7ea-6b7f-4d22-8751-e0f483937bb0
2699;"Geum reptans";L.;0;2699;"Geum reptans";"Kriechende Nelkenwurz";SPE;S;61171;Geum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";af93130e-1ec7-4318-ae0e-55fc8fe3ce2f
2700;"Geum rivale";L.;0;2700;"Geum rivale";Bach-Nelkenwurz;SPE;S;61171;Geum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7df3a9bd-b1f4-44ec-b70c-781249ee3258
2701;"Geum urbanum";L.;0;2701;"Geum urbanum";"Gewöhnliche Nelkenwurz";SPE;S;61171;Geum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b1b9c260-b06d-4582-bf16-23ed25e8665a
2702;"Gladiolus communis";L.;0;2702;"Gladiolus communis";"";SPE;S;61442;Gladiolus;"";EuroMed2019;0;;Ergaenzung;f985c341-c1da-4387-9aa2-3be04b75a92c
2704;"Gladiolus imbricatus";L.;0;2704;"Gladiolus imbricatus";"Dachziegelige Siegwurz";SPE;S;61442;Gladiolus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";65af402c-8f7c-4178-a13a-518740b7822f
2706;"Gladiolus palustris";Gaudin;0;2706;"Gladiolus palustris";Sumpf-Siegwurz;SPE;S;61442;Gladiolus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f6b94a56-b23f-4e20-9ad5-6ae762ae6473
2707;"Glaucium corniculatum";"(L.) Rudolph";0;2707;"Glaucium corniculatum";"Roter Hornmohn";SPE;S;61090;Glaucium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ca3e99bd-b098-4498-a12a-18809ac7b686
2708;"Glaucium flavum";Crantz;0;2708;"Glaucium flavum";"Gelber Hornmohn";SPE;S;61090;Glaucium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c068ea6b-2165-4302-a48e-9bb09e6a21f7
2709;"Glaux maritima";L.;0;2709;"Glaux maritima";Strand-Milchkraut;SPE;S;61123;Glaux;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cab02355-6fee-40a1-813f-4852dcdf0a83
2710;"Glechoma hederacea agg.";"";0;2710;"Glechoma hederacea agg.";"";AGG;S;60953;Glechoma;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
2711;"Glechoma hederacea";L.;0;2711;"Glechoma hederacea";Gundermann;SPE;S;60953;Glechoma;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d2099fc1-baf2-4f2c-9312-445205e7bd65
2712;"Glechoma hirsuta";"Waldst. & Kit.";0;2712;"Glechoma hirsuta";"";SPE;S;60953;Glechoma;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;df96faa1-66db-4ead-a771-2241f169e708
2713;"Globularia cordifolia agg.";"";0;2713;"Globularia cordifolia agg.";"";AGG;S;60934;Globularia;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
2714;"Globularia cordifolia";L.;0;2714;"Globularia cordifolia";"Herzblättrige Kugelblume";SPE;S;60934;Globularia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";be01efa4-7044-4709-9818-366b3cd42cb1
2717;"Globularia nudicaulis";L.;0;2717;"Globularia nudicaulis";"Nacktstenglige Kugelblume";SPE;S;60934;Globularia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";da97c3c2-a873-4332-a1ca-229794b70e6e
2718;"Globularia punctata";Lapeyr.;1;25891;"Globularia bisnagarica";"Gewöhnliche Kugelblume";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d73b25b9-1633-483e-840f-837cb15cdcf7
2719;"Glyceria fluitans agg.";"";0;2719;"Glyceria fluitans agg.";"Artengruppe Flutender Schwaden";AGG;S;61513;Glyceria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2720;"Glyceria declinata";"Bréb.";0;2720;"Glyceria declinata";"Blaugrüner Schwaden";SPE;S;2719;"Glyceria fluitans agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1eaa1377-568a-4b1d-8c7d-fcfa69539ac5
2721;"Glyceria fluitans";"(L.) R. Br.";0;2721;"Glyceria fluitans";"Flutender Schwaden";SPE;S;2719;"Glyceria fluitans agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";56b60477-2fce-4e17-8a04-6453e5c47c8f
2722;"Glyceria nemoralis";"(R. Uechtr.) R. Uechtr. & Körn.";0;2722;"Glyceria nemoralis";Hain-Schwaden;SPE;S;2719;"Glyceria fluitans agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0b8ea764-47eb-40a7-b633-1e29abaf59cc
2723;"Glyceria pedicellata";"F. Towns.";0;2723;"Glyceria pedicellata";Bastard-Schwaden;SPE;S;2719;"Glyceria fluitans agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";64aef5e4-a180-4d0e-98b4-f2844300573f
2724;"Glyceria plicata";Fr.;1;26260;"Glyceria notata";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0cc620f6-3acc-4be9-b381-c7698cec2f86
2725;"Glyceria maxima";"(Hartm.) Holmb.";0;2725;"Glyceria maxima";"Großer Schwaden";SPE;S;61513;Glyceria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6ef294b3-f666-481a-b4ca-3b15b7997dee
2726;"Glyceria striata";"(Lam.) Hitchc.";0;2726;"Glyceria striata";"Gestreifter Schwaden";SPE;S;61513;Glyceria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";62217544-e723-4b6e-8fff-45cc65daff50
2728;"Glycyrrhiza glabra";L.;0;2728;"Glycyrrhiza glabra";"";SPE;S;61027;Glycyrrhiza;"";EuroMed2019;0;;Ergaenzung;b9e4d29b-7f48-40d0-9e37-4b22ff3986de
2729;"Gnaphalium hoppeanum";"W. D. J. Koch";0;2729;"Gnaphalium hoppeanum";"Hoppes Ruhrkraut";SPE;S;60753;Gnaphalium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";57ff1b4b-dc33-4b3c-9aa1-07cbf888c60f
2730;"Gnaphalium luteoalbum";L.;1;32145;"Helichrysum luteoalbum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2b1238cd-fa82-457e-af4a-8e1e02332418
2731;"Gnaphalium norvegicum";Gunnerus;0;2731;"Gnaphalium norvegicum";"Norwegisches Ruhrkraut";SPE;S;60753;Gnaphalium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ffc3b947-f1b2-4499-86c8-796338e5c53b
2732;"Gnaphalium supinum";L.;0;2732;"Gnaphalium supinum";Zwerg-Ruhrkraut;SPE;S;60753;Gnaphalium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";447171f3-2b0d-4c7e-b47c-e0da21740fdd
2733;"Gnaphalium sylvaticum";L.;0;2733;"Gnaphalium sylvaticum";Wald-Ruhrkraut;SPE;S;60753;Gnaphalium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";85b85af3-89d7-4986-b6ac-d989419e800b
2734;"Gnaphalium uliginosum";L.;0;2734;"Gnaphalium uliginosum";Sumpf-Ruhrkraut;SPE;S;60753;Gnaphalium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d913145f-c541-4528-aeeb-25bc0ce04a5e
2736;"Goodyera repens";"(L.) R. Br.";0;2736;"Goodyera repens";"Kriechendes Netzblatt";SPE;S;61485;Goodyera;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c233cde0-739e-417e-8f52-b8e49011f5f7
2738;"Gratiola officinalis";L.;0;2738;"Gratiola officinalis";Gottes-Gnadenkraut;SPE;S;61209;Gratiola;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fda40914-a43e-4d5b-8f93-bb247c3e8834
2739;"Groenlandia densa";"(L.) Fourr.";0;2739;"Groenlandia densa";"Dichtes Laichkraut";SPE;S;61502;Groenlandia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2fc4685b-3be5-4570-89d0-51b14d8f058a
2740;"Guizotia abyssinica";"(L.f.) Cass.";0;2740;"Guizotia abyssinica";"";SPE;S;60736;Guizotia;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;c7a5b2a3-aad0-42e6-b207-b6f246ae9360
2741;"Gymnadenia conopsea s. l.";"(L.) R. Br.";0;2741;"Gymnadenia conopsea s. l.";;AGG;S;61486;Gymnadenia;"Buttler 2018";"Buttler 2018";0;"taxon und Parent auf gleichem Rang";Korrektur;
2742;"Gymnadenia conopsea subsp. conopsea";"";1;29647;"Gymnadenia conopsea s. str.";"Gewöhnliche Mücken-Händelwurz";SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2743;"Gymnadenia conopsea subsp. densiflora";"(Wahlenb.) K. Richt.";1;32123;"Gymnadenia densiflora";"Dichtblütige Mücken-Händelwurz";SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2744;"Gymnadenia conopsea subsp. montana";Bisse;1;29647;"Gymnadenia conopsea s. str.";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c17e8ec3-e648-40ab-bc34-174c2f99768d
2745;"Gymnadenia odoratissima";"(L.) Rich.";0;2745;"Gymnadenia odoratissima";"Wohlriechende Händelwurz";SPE;S;61486;Gymnadenia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f2b2647a-f4f4-4c3a-98f8-2dde694a4aaa
2746;"Gymnocarpium dryopteris";"(L.) Newman";0;2746;"Gymnocarpium dryopteris";Eichenfarn;SPE;S;60567;Gymnocarpium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";76417bd3-77e9-49b6-8ae8-b4598c3f0143
2747;"Gymnocarpium robertianum";"(Hoffm.) Newman";0;2747;"Gymnocarpium robertianum";Ruprechtsfarn;SPE;S;60567;Gymnocarpium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b85b977e-9513-48f1-a96e-fe17576c89c0
2748;"Gypsophila fastigiata agg.";"";0;2748;"Gypsophila fastigiata agg.";"";AGG;S;60675;Gypsophila;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
2749;"Gypsophila fastigiata";L.;0;2749;"Gypsophila fastigiata";"Büscheliges Gipskraut";SPE;S;60675;Gypsophila;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5ed04073-1b1d-4269-a149-6a1b09ab147a
2751;"Gypsophila muralis";L.;0;2751;"Gypsophila muralis";Mauer-Gipskraut;SPE;S;60675;Gypsophila;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3fa0c23e-55c3-4508-be96-90b4431918e5
2752;"Gypsophila paniculata";L.;0;2752;"Gypsophila paniculata";"Rispiges Gipskraut";SPE;S;60675;Gypsophila;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4547cf29-87d7-479a-94e4-9fb8a764f4a0
2753;"Gypsophila repens";L.;0;2753;"Gypsophila repens";"Kriechendes Gipskraut";SPE;S;60675;Gypsophila;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c1fc54b1-ff18-4998-aecf-24b578a08b99
2756;"Halimione pedunculata";"(L.) Aellen";1;20704;"Atriplex pedunculata";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6c0a9723-2d29-4a5e-8c56-d3c2fc1ed3b3
2757;"Halimione portulacoides";"(L.) Aellen";1;20705;"Atriplex portulacoides";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b289dd77-eefe-4c56-a404-0265d9519dfd
2758;"Hammarbya paludosa";"(L.) Kuntze";0;2758;"Hammarbya paludosa";Sumpf-Weichwurz;SPE;S;61487;Hammarbya;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";aaecb500-7285-452d-a1cb-49ef143bb6c7
2760;"Hedera helix";L.;0;2760;"Hedera helix";Efeu;SPE;S;60612;Hedera;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";994f58d9-f137-4154-a9f5-9491db97f92b
2763;"Hedysarum hedysaroides";"(L.) Schinz & Thell.";0;2763;"Hedysarum hedysaroides";"Alpen-Süßklee";SPE;S;61043;Hedysarum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4c17765f-6e5a-44c2-9558-1c88af229da8
2765;"Hedysarum hedysaroides subsp. hedysaroides";"";0;2765;"Hedysarum hedysaroides subsp. hedysaroides";;SSP;S;2763;"Hedysarum hedysaroides";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ff9b85fb-fa8b-4603-be1d-b2f178d92c6a
2768;"Helianthemum alpestre agg.";"";0;2768;"Helianthemum alpestre agg.";"";AGG;S;60711;Helianthemum;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
2769;"Helianthemum alpestre";"(Jacq.) DC.";0;2769;"Helianthemum alpestre";"Alpen-Sonnenröschen";SPE;S;60711;Helianthemum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d8f35bfc-6da2-4af8-9d80-3d8e1f7a5f7a
2772;"Helianthemum apenninum";"(L.) Mill.";0;2772;"Helianthemum apenninum";"Apenninen-Sonnenröschen";SPE;S;60711;Helianthemum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fa06fec2-3d73-45f4-b411-b388843b7d78
2773;"Helianthemum canum";"(L.) Baumg.";0;2773;"Helianthemum canum";"Graues Sonnenröschen";SPE;S;60711;Helianthemum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8de843c8-e436-41ce-ad9a-794e587f30fc
2774;"Helianthemum nummularium agg.";"";1;26596;"Helianthemum nummularium s. l.";;AGG;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2775;"Helianthemum grandiflorum";"(Scop.) DC.";1;22125;"Helianthemum nummularium subsp. grandiflorum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3aeefcb8-b389-4100-9db1-2ac146cf325d
2776;"Helianthemum grandiflorum subsp. glabrum";"(W. D. J. Koch) Holub";1;22124;"Helianthemum nummularium subsp. glabrum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";445bb55e-c5ab-43bf-8421-37433780f867
2777;"Helianthemum grandiflorum subsp. glaucescens";"(Murb.) Holub";1;22124;"Helianthemum nummularium subsp. glabrum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2778;"Helianthemum grandiflorum subsp. grandiflorum";"";1;22125;"Helianthemum nummularium subsp. grandiflorum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2779;"Helianthemum nummularium s. str.";"(L.) Mill.";1;22126;"Helianthemum nummularium subsp. nummularium";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2780;"Helianthemum ovatum";"(Viv.) Dunal";1;22127;"Helianthemum nummularium subsp. obscurum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";20f5f935-835f-476b-90a5-24504a5f75e4
2783;"Helianthus laetiflorus";Pers.;0;2783;"Helianthus laetiflorus";;SPE;S;60737;Helianthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9898510a-e968-43d5-b69e-8698dd63491c
2784;"Helianthus tuberosus agg.";"";1;2785;"Helianthus tuberosus";;AGG;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2785;"Helianthus tuberosus";L.;0;2785;"Helianthus tuberosus";Topinambur;SPE;S;60737;Helianthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";39694adb-57cf-43f4-9d50-8bedb229ff8d
2786;"Helichrysum arenarium";"(L.) Moench";0;2786;"Helichrysum arenarium";Sand-Strohblume;SPE;S;60754;Helichrysum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";89470ab5-311b-4aae-bac0-c06e33323901
2791;"Helictotrichon parlatorei";"(J. Woods) Pilg.";0;2791;"Helictotrichon parlatorei";"Parlatores Wiesenhafer";SPE;S;61393;Helictotrichon;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8c91c271-6990-4ce2-ab68-55db0aee23f5
2797;"Heliotropium europaeum";L.;0;2797;"Heliotropium europaeum";"Europäische Sonnenwende";SPE;S;60631;Heliotropium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a53ce406-114a-471e-914c-58765f1962e6
2801;"Helleborus foetidus";L.;0;2801;"Helleborus foetidus";"Stinkende Nieswurz";SPE;S;61146;Helleborus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cdf777bd-f131-4053-8647-0b677dbfb2fb
2803;"Helleborus niger";L.;0;2803;"Helleborus niger";"Schwarze Nieswurz";SPE;S;61146;Helleborus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fed76abe-03c9-442c-8660-4097b7e9a710
2805;"Helleborus niger subsp. niger";"";0;2805;"Helleborus niger subsp. niger";;SSP;S;2803;"Helleborus niger";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ba2262a9-3530-456b-98a0-e8ee913d129f
2810;"Helleborus viridis";L.;0;2810;"Helleborus viridis";"Grüne Nieswurz";SPE;S;61146;Helleborus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";33a01a06-9a20-47c0-b26f-5723addf8302
2811;"Helleborus viridis subsp. occidentalis";"(Reut.) Schiffn.";0;2811;"Helleborus viridis subsp. occidentalis";"Westliche Grüne Nieswurz";SSP;S;2810;"Helleborus viridis";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";73c8eff0-37a4-4639-8120-a07102204cb3
2812;"Helleborus viridis subsp. viridis";"";0;2812;"Helleborus viridis subsp. viridis";"Gewöhnliche Grüne Nieswurz";SSP;S;2810;"Helleborus viridis";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ffddc0a2-3736-4e35-8c44-77c905a62368
2813;"Hemerocallis fulva";"(L.) L.";0;2813;"Hemerocallis fulva";"Gelbrote Taglilie";SPE;S;61458;Hemerocallis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b5b27bb5-860c-40c9-89d0-fb79e4f1afb9
2814;"Hemerocallis lilioasphodelus";L.;0;2814;"Hemerocallis lilioasphodelus";"Gelbe Taglilie";SPE;S;61458;Hemerocallis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";097c50ab-db3c-4034-a48f-be8a144c79df
2815;"Hepatica nobilis";"Mill. ex Schreb.";0;2815;"Hepatica nobilis";"Leberblümchen";SPE;S;61147;Hepatica;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8f215d85-5e24-4cdd-aeb8-ed8f17579719
2816;"Heracleum austriacum";L.;0;2816;"Heracleum austriacum";"Österreichischer Bärenklau";SPE;S;61275;Heracleum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d6a6aea1-8d69-46ad-ba3d-a95ed2b6bf6a
2817;"Heracleum austriacum subsp. austriacum";"";1;2816;"Heracleum austriacum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cb5ef6cf-6d0b-41dc-9d74-1f4230131c8e
2819;"Heracleum mantegazzianum";"Sommier & Levier";0;2819;"Heracleum mantegazzianum";"Riesen-Bärenklau";SPE;S;61275;Heracleum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bfb285b7-8872-45a6-9692-bd0d8ee9fed8
2820;"Heracleum sphondylium";L.;0;2820;"Heracleum sphondylium";"Wiesen-Bärenklau";SPE;S;61275;Heracleum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3e55c0d9-d0e3-499e-90a7-914070fc84ce
2823;"Heracleum sphondylium subsp. elegans";"(Crantz) Schübl. & G. Martens";0;2823;"Heracleum sphondylium subsp. elegans";"Berg-Wiesenbärenklau";SSP;S;2820;"Heracleum sphondylium";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6234840b-9aec-47e2-af28-4187e4cf52e9
2824;"Heracleum sphondylium subsp. flavescens";"(Willd.) Soó";1;29570;"Heracleum sphondylium subsp. glabrum";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d7debbce-5926-4ef4-81f1-21231d26f114
2827;"Heracleum sphondylium subsp. sphondylium";"";0;2827;"Heracleum sphondylium subsp. sphondylium";"Gewöhnlicher Wiesen-Bärenklau";SSP;S;2820;"Heracleum sphondylium";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d877ec1f-1273-4c70-b0f0-c8b6b0d748b7
2829;"Herminium monorchis";"(L.) R. Br.";0;2829;"Herminium monorchis";Einknolle;SPE;S;61488;Herminium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7b11683d-6b63-463b-9dc0-09301f207645
2832;"Herniaria glabra";L.;0;2832;"Herniaria glabra";;SPE;S;60676;Herniaria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ea223e58-0111-4434-b1b9-6f7339e6fc85
2833;"Herniaria glabra subsp. glabra";"";0;2833;"Herniaria glabra subsp. glabra";;SSP;S;2832;"Herniaria glabra";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7a69bb15-ce80-4af5-8052-f587d3259c26
2835;"Herniaria hirsuta";L.;0;2835;"Herniaria hirsuta";;SPE;S;60676;Herniaria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e9f89061-ef2a-42c8-a697-239e7509c9b6
2836;"Herniaria incana";Lam.;0;2836;"Herniaria incana";"";SPE;S;60676;Herniaria;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;8a00c0a6-a32d-4f1b-89b8-207d47358db3
2838;"Hesperis matronalis agg.";"";0;2838;"Hesperis matronalis agg.";;AGG;S;60863;Hesperis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
2841;"Hesperis matronalis";L.;0;2841;"Hesperis matronalis";;SPE;S;2838;"Hesperis matronalis agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";457fffce-3f29-4d91-aecd-3d44b8e63d36
2848;"Hibiscus trionum";L.;0;2848;"Hibiscus trionum";"";SPE;S;61065;Hibiscus;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;19a14ad1-e014-4da7-a592-b11c171804b9
2850;"Hieracium alpinum";L.;0;2850;"Hieracium alpinum";Alpen-Habichtskraut;SPE;S;12274;"Hieracium subg. Hieracium";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";15921e68-71e6-4942-884d-0e17cceab6b4
2851;"Hieracium ambiguum nom. inval.";Ehrh.;1;30802;"Hieracium glomeratum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
