TaxonUsageID;TaxonName;NameAuthor;SYNONYM;TaxonConceptID;TaxonConcept;VernacularName;TaxonRank;GRUPPE;IsChildTaxonOfID;IsChildTaxonOf;NACHWEIS;AccordingTo;HYBRID;BEGRUEND;EDITSTATUS;EuroMed
60757;Pulicaria;Gaertn.;0;60757;Pulicaria;Flohkraut;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";808f7f92-df02-4cc8-9e25-9358480c1316
60758;Telekia;Baumg.;0;60758;Telekia;Telekie;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0c6d4daa-b207-480a-a931-2620e97b920f
60759;Anthemis;L.;0;60759;Anthemis;Hundskamille;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3196d395-4212-4a56-9c00-19974b93a35b
60760;Artemisia;L.;0;60760;Artemisia;"Beifuß";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0ea4d55c-5891-432a-b2b4-3194bf3a2396
60761;Chamaemelum;Mill.;0;60761;Chamaemelum;Hundskamille;GAT;S;60463;Asteraceae;"Henker & Berg (2006)";EuroMed2019;0;;Ergaenzung;9526199f-5d69-4faa-a70b-632688007f8c
60762;Chrysanthemum;L.;0;60762;Chrysanthemum;Wucherblume;GAT;S;60463;Asteraceae;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;b7ceb2ec-4f20-43a9-95cd-b022c7a8a35f
60763;Cotula;L.;0;60763;Cotula;Laugenblume;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";69d0c881-8e7b-4f82-aa76-ab7b2183c00f
60764;Leucanthemum;Mill.;0;60764;Leucanthemum;Margerite;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3b21f38c-bb4e-4673-9fbd-00b335a18f70
60765;Matricaria;L.;0;60765;Matricaria;Kamille;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";48079962-fad2-448a-9eca-c36f8455329d
60766;Tanacetum;L.;0;60766;Tanacetum;;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8efd2675-268e-4595-9571-2f9cfdd4d11d
60767;Tripleurospermum;"Sch. Bip.";0;60767;Tripleurospermum;Kamille;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d8cb3233-02bd-477f-a438-eea9157b515a
60768;Aposeris;"Neck. ex Cass.";0;60768;Aposeris;Hainsalat;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";11f34424-f80a-4c80-a760-877f44fa6ab5
60769;Arnoseris;Gaertn.;0;60769;Arnoseris;"Lämmersalat";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";84df558f-6339-4e50-b86f-fe13454d970f
60771;Chondrilla;L.;0;60771;Chondrilla;Knorpelsalat;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";56a2adac-8038-4624-8e50-4a885f31afc0
60772;Cicerbita;Wallr.;0;60772;Cicerbita;Milchlattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fd25054b-327f-4702-8922-cf95d61d3f49
60773;Cichorium;L.;0;60773;Cichorium;Wegwarte;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cd05f80e-7e41-4490-9eb5-ea66478cbe26
60774;Crepis;L.;0;60774;Crepis;Pippau;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c8b2cd86-bc37-426f-9ab3-937b2660806c
60776;Hieracium;L.;0;60776;Hieracium;;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1acf8937-c750-4011-a518-019779190aff
60777;Hypochaeris;L.;0;60777;Hypochaeris;Ferkelkraut;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";02c1a9c3-168c-43c5-8112-5b80692f4512
60778;Lactuca;L.;0;60778;Lactuca;Lattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1e200604-622c-4a5b-ba69-0d7083ce9b9d
60779;Lapsana;L.;0;60779;Lapsana;;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b48ca4dc-5e27-4166-be52-90f66040d842
60780;Leontodon;L.;0;60780;Leontodon;"Löwenzahn";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";38d56ead-18f2-471a-8ebc-24a697bb8ec9
60781;Mycelis;Cass.;0;60781;Mycelis;Mauerlattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";81508eb7-d451-4035-a802-cdd9aa0210ce
60782;Picris;L.;0;60782;Picris;;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";758cb7e6-9f89-4d29-9cb1-f661013c6c3a
60783;Prenanthes;L.;0;60783;Prenanthes;Hasenlattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a6ece292-57a7-4561-8932-ef1a7d0083b6
60785;Scorzonera;L.;0;60785;Scorzonera;Schwarzwurzel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";566d75f3-1aba-4010-aed7-0a4ac7516837
60786;Sonchus;L.;0;60786;Sonchus;"Gänsedistel";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";074e1614-c655-4eae-8e26-a7f854646a64
60787;Taraxacum;"F. H. Wigg.";0;60787;Taraxacum;"Löwenzahn";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";128808dd-c4b5-4634-96de-d4ed587fe74c
60788;Tolpis;Adans.;0;60788;Tolpis;Habichtskraut;GAT;S;60463;Asteraceae;BfN2016;BfN2016;0;;Ergaenzung;6b15872e-ad19-4d83-bdf8-227e23488e46
60789;Tragopogon;L.;0;60789;Tragopogon;Bocksbart;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bf2825c5-bd98-4628-8cb6-787a6ea66890
60791;Arctium;L.;0;60791;Arctium;Klette;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3be9d440-c8db-49b0-bf60-540b99830a9c
60792;Carduus;L.;0;60792;Carduus;Distel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9688567b-4589-4bfa-8b67-a103a4caa9b0
60793;Carlina;L.;0;60793;Carlina;Silberdistel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6dbb8d27-ef4e-4f14-8ec8-e60108472352
60794;Centaurea;L.;0;60794;Centaurea;Flockenblume;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";49deca74-dfa2-41ba-bd4a-ad75d0294891
60795;Cirsium;Mill.;0;60795;Cirsium;Kratzdistel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ad5f061f-b171-41a9-aebe-80e8621484ae
60796;Echinops;L.;0;60796;Echinops;Kugeldistel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0002b469-4f0e-47af-b486-701cfbbe5d76
60797;Jurinea;Cass.;0;60797;Jurinea;Silberscharte;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d7b0ecba-44c9-4fbe-8110-eeeb23769be8
60798;Onopordum;L.;0;60798;Onopordum;Eselsdistel;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d2ed0a75-e021-4b85-b166-27120fda56bb
60799;Saussurea;DC.;0;60799;Saussurea;Alpenscharte;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";946ae4f3-14fe-4119-8665-c8a910bf5f0a
60800;Serratula;L.;0;60800;Serratula;Scharte;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ffaed223-eddc-4a55-b0cd-8a758e9c2581
60801;Silybum;Adans.;0;60801;Silybum;Mariendistel;GAT;S;60463;Asteraceae;;EuroMed2019;0;;Ergaenzung;be94382c-2632-4c12-8b92-6ca0b246915a
60802;Aster;L.;0;60802;Aster;;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3cc1c9cd-955c-43af-9db1-469c8b1452bb
60803;Bellis;L.;0;60803;Bellis;"Gänseblümchen";GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cc83396b-eb00-4e2d-8ddd-7407a754e226
60804;Conyza;Less.;0;60804;Conyza;Berufkraut;GAT;S;60463;Asteraceae;;EuroMed2019;0;;Ergaenzung;7bbc118b-68bf-46db-b03e-3705b7020977
60805;Erigeron;L.;0;60805;Erigeron;Berufkraut;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a5457156-83ac-4eb5-88fc-4823c848aa3a
60806;Solidago;L.;0;60806;Solidago;Goldrute;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fd54f255-4c1c-4657-a778-e47959a507b6
60807;Calendula;L.;0;60807;Calendula;Ringelblume;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";878c6c39-d96b-431a-8414-f25d2ce5f361
60808;Doronicum;L.;0;60808;Doronicum;Gemswurz;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";64dfc397-1d3b-46a5-8e2b-a312ad8ef9d1
60809;Homogyne;Cass.;0;60809;Homogyne;Alpenlattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c3fc8a63-4cd6-43bd-a4bd-8af718be3701
60810;Petasites;Mill.;0;60810;Petasites;Pestwurz;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9b61d846-310a-4b37-ac9d-64f773f0dcff
60811;Senecio;L.;0;60811;Senecio;Greiskraut;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f33cd0fa-0f3f-46a8-8332-94680c7148a3
60812;Tephroseris;"(Rchb.) Rchb.";0;60812;Tephroseris;Greiskraut;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ec590301-5a00-495d-9ccd-78d1931af189
60813;Tussilago;L.;0;60813;Tussilago;Huflattich;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";159b519c-c324-4b2a-b6d0-4ff444a58b84
60814;Eupatorium;L.;0;60814;Eupatorium;Wasserdost;GAT;S;60463;Asteraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";572b470a-b000-474c-af6b-a2f9ba65f900
60815;Calystegia;"R. Br.";0;60815;Calystegia;Zaunwinde;GAT;S;60424;Convolvulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";31b3764b-3a07-4fb0-995f-0fcd56065b9c
60816;Convolvulus;L.;0;60816;Convolvulus;Winde;GAT;S;60424;Convolvulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bbec9100-bb30-4263-8b33-a28f95d96e21
60817;Cuscuta;L.;0;60817;Cuscuta;Seide;GAT;S;60424;Convolvulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9b7a92e5-b5e9-4c3a-9a25-e15c7032d445
60819;Cornus;L.;0;60819;Cornus;Hartriegel;GAT;S;60337;Cornaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9e40cc49-ce6e-45a5-8f21-0f33b73722df
60820;Carpinus;L.;0;60820;Carpinus;Hainbuche;GAT;S;60159;Betulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";81918782-a48c-43b4-81f7-e59437872a72
60821;Corylus;L.;0;60821;Corylus;Hasel;GAT;S;60159;Betulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";cea63d5f-908d-4a47-842e-d5072bce715b
60822;Crassula;L.;0;60822;Crassula;Dickblatt;GAT;S;60306;Crassulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ce9a3b78-7da0-4977-b815-1efd293c96e6
60824;Rhodiola;L.;0;60824;Rhodiola;Rosenwurz;GAT;S;60306;Crassulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7d511593-4207-4d76-a1fa-54906bab9079
60825;Sedum;L.;0;60825;Sedum;Fetthenne;GAT;S;60306;Crassulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c49ae66a-3461-4cb7-aae6-a7fe75857794
60826;Sempervivum;L.;0;60826;Sempervivum;Hauswurz;GAT;S;60306;Crassulaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e598ae1d-001f-4aa5-b493-5d72bd155e94
60827;Aethionema;"R. Br.";0;60827;Aethionema;"Steintäschel";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";90d8ecd6-4890-49fe-9187-1ca967fa5803
60828;Alliaria;"Heist. ex Fabr.";0;60828;Alliaria;Lauchhederich;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fc584605-4dba-41c8-8809-c08e0c5299ae
60829;Alyssum;L.;0;60829;Alyssum;Steinkraut;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f71c8e3c-4c69-46b8-8cf1-00f8935048fe
60830;Arabidopsis;Heynh.;0;60830;Arabidopsis;Schmalwand;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";732481c5-3dc5-48cb-80dd-6ee63dcb5011
60831;Arabis;L.;0;60831;Arabis;"Gänsekresse";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7d802795-2972-4266-b301-54c013b8fcad
60832;Armoracia;"G. Gaertn., B. Mey. & Scherb.";0;60832;Armoracia;Meerrettich;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1d0ef664-4816-4648-aae0-4cc8702beb9b
60833;Aubrieta;Adans.;0;60833;Aubrieta;Blaukissen;GAT;S;60251;Brassicaceae;Florkart;"Jäger & Werner (2005)";0;;Ergaenzung;56e9615d-cac4-449b-8bbb-341a0a9591df
60834;Aurinia;Desv.;0;60834;Aurinia;Steinkraut;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";46a4a8b0-a9b2-486c-9cef-286f639285ee
60835;Barbarea;"R. Br.";0;60835;Barbarea;Barbarakraut;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d9993f45-1278-4743-bc45-c7bbc120a627
60836;Berteroa;DC.;0;60836;Berteroa;Graukresse;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";3162943d-81ec-4450-9800-2aaca14282df
60837;Biscutella;L.;0;60837;Biscutella;"Brillenschötchen";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";39149ac6-18ec-46bd-9166-5928ed6f95d5
60839;Brassica;L.;0;60839;Brassica;Kohl;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";75b8b2e7-84ce-462f-9351-f82a108fe8cb
60840;Bunias;L.;0;60840;Bunias;"Zackenschötchen";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";601aaacd-2fea-44a9-9bc1-f0dbe415f880
60841;Cakile;Mill.;0;60841;Cakile;Meersenf;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4d3e26ec-7e36-490e-8995-d49a8ed346fd
60842;Calepina;Adans.;0;60842;Calepina;Wendich;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6d9e8365-4d19-43c2-a100-f0fcb777c9e9
60843;Camelina;Crantz;0;60843;Camelina;Leindotter;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9843ae79-bf4e-47aa-8fba-0399cea8b1fd
60844;Capsella;Medik.;0;60844;Capsella;"Hirtentäschel";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5e86f8ba-2d12-40ef-9c8f-2a53acd0ff42
60845;Cardamine;L.;0;60845;Cardamine;Schaumkraut;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";09f38d0c-ae45-4f48-b7cd-8963cf457ee3
60848;Chorispora;"R. Br. ex DC.";0;60848;Chorispora;;GAT;S;60251;Brassicaceae;;EuroMed2019;0;;Ergaenzung;c62ec633-2105-48f6-86b5-730fab583cc5
60849;Cochlearia;L.;0;60849;Cochlearia;"Löffelkraut";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8c28b543-b1dd-43fd-9d73-60147e174e3a
60850;Coincya;Rouy;0;60850;Coincya;Schnabelsenf;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";05b8cab5-1e02-4035-9681-0effb3e36e53
60851;Conringia;"Heist. ex Fabr.";0;60851;Conringia;Ackerkohl;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";caf54246-47e3-482a-b2a6-972c47ac2129
60852;Coronopus;Zinn;0;60852;Coronopus;"KrÃ€henfuÃ";GAT;S;60251;Brassicaceae;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;cf90bd18-5cb7-44f6-8fa9-7b35a7d7e9f2
60853;Crambe;L.;0;60853;Crambe;Meerkohl;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a2c59894-7c40-4393-83c9-f6e88608c6a1
60854;Dentaria;L.;1;60845;Cardamine;"";GAT;S;;;"BfN(Wisskirchen u. Haeupler 1998)";"BfN(Wisskirchen u. Haeupler 1998)";0;;Ergaenzung;027db99f-f9d8-48b2-a999-ceace5f6082e
60855;Descurainia;"Webb & Berthel.";0;60855;Descurainia;Besenrauke;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fd849816-7436-40ff-9ada-a0d23cb6014b
60856;Diplotaxis;DC.;0;60856;Diplotaxis;Doppelsame;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";808b0431-576d-402b-8961-256c1fd7b77c
60857;Draba;L.;0;60857;Draba;"Felsenblümchen";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bcacf950-cc24-4d3d-96ae-afb2cd1a53d6
60859;Eruca;Mill.;0;60859;Eruca;;GAT;S;60251;Brassicaceae;Florkart;"Jäger & Werner (2005)";0;;Ergaenzung;d2102694-4dd1-41aa-9a63-869fb275a215
60860;Erucastrum;"C. Presl";0;60860;Erucastrum;Hundsrauke;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b8730564-d3a9-4fde-9343-719ec987b9ff
60861;Erysimum;L.;0;60861;Erysimum;"Schöterich";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e01cbdef-83a0-456c-b0e6-82061652515a
60862;Euclidium;"W. T. Aiton";0;60862;Euclidium;"Schnabelschötchen";GAT;S;60251;Brassicaceae;;EuroMed2019;0;;Ergaenzung;0fbb2c22-b78a-44b2-8076-336b4e88ff5d
60863;Hesperis;L.;0;60863;Hesperis;Nachtviole;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";db607ece-fa57-4caf-b4da-4f79f9252a04
60864;"Hirschfeldia nom. rej. sub Erucastrum";Moench;0;60864;"Hirschfeldia nom. rej. sub Erucastrum";Grausenf;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
60865;Hornungia;Rchb.;0;60865;Hornungia;Felskresse;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bcff4b74-36c8-482e-b9c0-e8ff92f512e3
60868;Iberis;L.;0;60868;Iberis;Schleifenblume;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";71b7a8ed-9f72-4302-ae2f-6ea255e4c874
60869;Isatis;L.;0;60869;Isatis;Waid;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f5f94343-dda8-435d-9ab7-05fd5b7fb7f4
60870;Kernera;Medik.;0;60870;Kernera;"Kugelschötchen";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4fc6269e-5aac-4dbf-a133-0150aa66b674
60871;Lepidium;L.;0;60871;Lepidium;Kresse;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7599cb71-b813-4f1a-aac0-8d31b873123a
60872;Lobularia;Desv.;0;60872;Lobularia;Silberkraut;GAT;S;60251;Brassicaceae;;EuroMed2019;0;;Ergaenzung;d205ed3c-e9d0-4c9f-946f-464478c498d4
60873;Lunaria;L.;0;60873;Lunaria;Silberblatt;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";76cbe2e1-621f-4a0c-a27a-1ff60dbe1956
60874;Strigosella;"";0;60874;Strigosella;"";GAT;S;60251;Brassicaceae;"Henker & Berg (2006)";EuroMed2019;0;;Ergaenzung;3e8853c6-df5e-41c5-ab82-d935722dfc13
60875;Matthiola;"W. T. Aiton";0;60875;Matthiola;;GAT;S;60251;Brassicaceae;"Tüxenarchiv";Euro+Med2018;0;;Ergaenzung;8f85f805-6a59-4986-9cd4-67b37d3c6724
60876;Myagrum;L.;0;60876;Myagrum;Hohldotter;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e36ec2c4-1a4f-4c49-9882-d319ae516d6f
60877;Nasturtium;"R. Br.";0;60877;Nasturtium;Brunnenkresse;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";61df2133-4d09-481e-b12e-6bcdecdb37a7
60878;Neslia;Desv.;0;60878;Neslia;Finkensame;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";aee273df-9197-4614-a8f8-fca04327ee99
60879;Petrocallis;"R. Br.";0;60879;Petrocallis;"Steinschmückel";GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1a748ec4-e841-4c1d-b5de-578c11cd987b
60880;Raphanus;L.;0;60880;Raphanus;Hederich;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";eae92c8c-e7d0-4178-9323-aec19debf627
60881;Rapistrum;Crantz;0;60881;Rapistrum;Rapsdotter;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";79f8d5bb-12bd-4275-bddf-0798637ae0a5
60882;Rorippa;Scop.;0;60882;Rorippa;Sumpfkresse;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e53de8a7-0fb9-4c03-ae15-a1cac3068cc4
60883;Sinapis;L.;0;60883;Sinapis;Senf;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";960b465e-59dc-401c-b10e-707a1533079a
60884;Sisymbrium;L.;0;60884;Sisymbrium;Rauke;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1f2b170f-02e0-484c-bb8f-08f0f6f9397a
60885;Subularia;L.;0;60885;Subularia;;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";79ed0256-c399-4101-ade6-c9ad28595725
60886;Teesdalia;"R. Br.";0;60886;Teesdalia;Bauernsenf;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";478ae7fc-183f-4834-8061-ee7be0a5b7a3
60887;Thlaspi;L.;0;60887;Thlaspi;Hellerkraut;GAT;S;60251;Brassicaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";333b7bca-3447-4f3e-b25d-a3a5a1b52465
60889;Bryonia;L.;0;60889;Bryonia;"Zaunrübe";GAT;S;60243;Cucurbitaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";deb8f7fa-359b-4d20-a3e7-8b011d09dce8
60890;Citrullus;Schrad.;0;60890;Citrullus;;GAT;S;60243;Cucurbitaceae;;EuroMed2019;0;;Ergaenzung;0d93ad9d-bc5a-4175-84da-5582063b7eee
60891;Cucumis;L.;0;60891;Cucumis;;GAT;S;60243;Cucurbitaceae;Florkart;"Jäger & Werner (2005)";0;;Ergaenzung;152838ce-627d-4dba-b274-54f37acf8dc1
60892;Cucurbita;L.;0;60892;Cucurbita;;GAT;S;60243;Cucurbitaceae;"Henker & Berg (2006)";EuroMed;0;;Ergaenzung;94bab2dc-4111-4d7c-b97b-d9589bd9e025
60893;Echinocystis;"Torr. & A. Gray";0;60893;Echinocystis;Stachelgurke;GAT;S;60243;Cucurbitaceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0f2439d0-fcec-42ae-9086-187406db42b1
60894;Sicyos;L.;0;60894;Sicyos;;GAT;S;60243;Cucurbitaceae;;EuroMed2019;0;;Ergaenzung;151405e0-71fe-4545-a147-df6312f3e726
60895;Cephalaria;Schrad.;0;60895;Cephalaria;Schuppenkopf;GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;6d6f8de8-e232-41d7-bc64-53be955bdc9a
60896;Dipsacus;L.;0;60896;Dipsacus;Karde;GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;486727a7-525c-4698-9f1c-71cfe875bd98
60897;Knautia;L.;0;60897;Knautia;Witwenblume;GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;81d081e0-7afd-459b-be8c-f0cb715188df
60898;Scabiosa;L.;0;60898;Scabiosa;Skabiose;GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;17f68655-adf2-48f5-8dcf-0b7eba7c0129
60899;Succisa;Haller;0;60899;Succisa;"Teufelsabbiß";GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;734fdf41-e7c2-4776-9d36-c0ab103f58d7
60900;Succisella;Beck;0;60900;Succisella;"Teufelsabbiß";GAT;S;60457;Caprifoliaceae;"Buttler 2018";"Buttler 2018";0;"APG IV";Korrektur;8516cca1-81c1-41dd-ae3b-61365747c701
60901;Aldrovanda;L.;0;60901;Aldrovanda;Wasserfalle;GAT;S;60222;Droseraceae;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";24f1d0c3-ef1f-40b5-b645-7b7b112bb0b4
